flo2d_250_station_id,ob_1_id,ob_2_id,ob_3_id,ob_4_id,ob_5_id,ob_6_id,ob_7_id,ob_8_id,ob_9_id,ob_10_id
272,100064,100075,100043,100038,100056,100042,100061,100057,100059,100045
273,100064,100075,100043,100038,100056,100061,100042,100057,100059,100045
274,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
275,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
276,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
277,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
278,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
279,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
280,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
281,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
282,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
283,100064,100075,100038,100043,100056,100061,100057,100059,100042,100045
284,100064,100075,100038,100043,100056,100061,100057,100059,100042,100045
285,100064,100038,100075,100043,100056,100061,100057,100059,100042,100045
286,100064,100038,100043,100075,100061,100056,100057,100059,100042,100045
287,100064,100038,100043,100075,100061,100056,100057,100059,100042,100045
288,100038,100064,100043,100061,100056,100075,100057,100059,100042,100045
289,100038,100064,100043,100061,100056,100075,100057,100059,100042,100045
290,100038,100064,100061,100043,100056,100075,100057,100059,100042,100045
291,100038,100061,100064,100043,100056,100075,100057,100059,100042,100045
292,100038,100061,100043,100056,100064,100075,100057,100059,100042,100045
293,100038,100061,100043,100056,100064,100075,100057,100059,100042,100045
294,100038,100061,100056,100043,100064,100075,100057,100059,100042,100045
295,100038,100061,100056,100043,100064,100075,100057,100059,100042,100045
296,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
297,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
298,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
299,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
300,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
301,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
302,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
303,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
304,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
305,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
306,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
307,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
308,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
309,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
310,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
311,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
312,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
313,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
314,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
315,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
316,100075,100064,100043,100042,100038,100056,100059,100057,100061,100045
317,100075,100064,100043,100042,100038,100056,100057,100059,100061,100045
318,100075,100064,100043,100042,100038,100056,100057,100059,100061,100045
319,100075,100064,100043,100042,100038,100056,100057,100059,100061,100045
320,100075,100064,100043,100038,100042,100056,100057,100059,100061,100045
321,100064,100075,100043,100038,100042,100056,100057,100059,100061,100045
322,100064,100075,100043,100038,100056,100042,100057,100059,100061,100045
323,100064,100075,100043,100038,100056,100042,100057,100061,100059,100045
324,100064,100075,100043,100038,100056,100042,100057,100061,100059,100045
325,100064,100075,100043,100038,100056,100042,100057,100061,100059,100045
326,100064,100075,100043,100038,100056,100042,100061,100057,100059,100045
327,100064,100075,100043,100038,100056,100061,100042,100057,100059,100045
328,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
329,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
330,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
331,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
332,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
333,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
334,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
335,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
336,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
337,100064,100075,100038,100043,100056,100061,100057,100059,100042,100045
338,100064,100038,100043,100075,100056,100061,100057,100059,100042,100045
339,100064,100038,100043,100075,100056,100061,100057,100059,100042,100045
340,100064,100038,100043,100075,100056,100061,100057,100059,100042,100045
341,100038,100064,100043,100061,100056,100075,100057,100059,100042,100045
342,100038,100064,100043,100061,100056,100075,100057,100059,100042,100045
343,100038,100064,100043,100061,100056,100075,100057,100059,100042,100045
344,100038,100061,100043,100064,100056,100075,100057,100059,100042,100045
345,100038,100061,100043,100056,100064,100075,100057,100059,100042,100045
346,100038,100061,100043,100056,100064,100075,100057,100059,100042,100045
347,100038,100061,100056,100043,100064,100075,100057,100059,100042,100045
348,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
349,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
350,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
351,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
352,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
353,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
354,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
355,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
356,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
357,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
358,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
359,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
360,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
361,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
362,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
363,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
364,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
365,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
366,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
367,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
368,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
369,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
370,100075,100064,100043,100042,100038,100056,100059,100057,100061,100045
371,100075,100064,100043,100042,100038,100056,100059,100057,100061,100045
372,100075,100064,100043,100042,100038,100056,100059,100057,100061,100045
373,100075,100064,100043,100042,100038,100056,100057,100059,100061,100045
374,100075,100064,100043,100042,100038,100056,100057,100059,100061,100045
375,100075,100064,100043,100042,100038,100056,100057,100059,100061,100045
376,100064,100075,100043,100038,100042,100056,100057,100059,100061,100045
377,100064,100075,100043,100038,100042,100056,100057,100059,100061,100045
378,100064,100075,100043,100038,100056,100042,100057,100059,100061,100045
379,100064,100075,100043,100038,100056,100042,100057,100059,100061,100045
380,100064,100075,100043,100038,100056,100042,100057,100061,100059,100045
381,100064,100075,100043,100038,100056,100042,100057,100061,100059,100045
382,100064,100075,100043,100038,100056,100042,100057,100061,100059,100045
383,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
384,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
385,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
386,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
387,100064,100075,100043,100038,100056,100061,100057,100042,100059,100045
388,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
389,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
390,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
391,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
392,100064,100075,100043,100038,100056,100061,100057,100059,100042,100045
393,100064,100038,100043,100075,100056,100061,100057,100059,100042,100045
394,100064,100038,100043,100075,100056,100061,100057,100059,100042,100045
395,100064,100038,100043,100075,100056,100061,100057,100059,100042,100045
396,100038,100064,100043,100056,100061,100075,100057,100059,100042,100045
397,100038,100064,100043,100056,100061,100075,100057,100059,100042,100045
398,100038,100043,100064,100056,100061,100075,100057,100059,100042,100045
399,100038,100043,100061,100064,100056,100075,100057,100059,100042,100045
400,100038,100061,100043,100056,100064,100075,100057,100059,100042,100045
401,100038,100061,100043,100056,100064,100075,100057,100059,100042,100045
402,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
403,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
404,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
405,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
406,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
407,100038,100061,100056,100043,100064,100057,100075,100059,100042,100045
408,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
409,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
410,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
411,100038,100061,100056,100043,100057,100064,100075,100059,100042,100045
412,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
413,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
414,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
415,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
416,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
417,100038,100061,100056,100043,100057,100064,100059,100075,100042,100045
418,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
419,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
420,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
421,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
422,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
423,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
424,100061,100038,100056,100043,100057,100064,100059,100075,100042,100045
425,100061,100038,100056,100043,100057,100059,100064,100075,100042,100045
