id,stationId,name,control,status,longitude,latitude,resolution,description
1100235,wrf0_80.528938_6.697456,wrf0_80.528938_6.697456,virtual,n/a,80.5289,6.69746,0,WRF point
1100236,wrf0_80.556168_6.697456,wrf0_80.556168_6.697456,virtual,n/a,80.5562,6.69746,0,WRF point
1100237,wrf0_80.583397_6.697456,wrf0_80.583397_6.697456,virtual,n/a,80.5834,6.69746,0,WRF point
1100238,wrf0_80.610626_6.697456,wrf0_80.610626_6.697456,virtual,n/a,80.6106,6.69746,0,WRF point
1100239,wrf0_80.637856_6.697456,wrf0_80.637856_6.697456,virtual,n/a,80.6379,6.69746,0,WRF point
1100240,wrf0_80.665085_6.697456,wrf0_80.665085_6.697456,virtual,n/a,80.6651,6.69746,0,WRF point
1100241,wrf0_80.692314_6.697456,wrf0_80.692314_6.697456,virtual,n/a,80.6923,6.69746,0,WRF point
1100242,wrf0_80.719543_6.697456,wrf0_80.719543_6.697456,virtual,n/a,80.7195,6.69746,0,WRF point
1100243,wrf0_80.746773_6.697456,wrf0_80.746773_6.697456,virtual,n/a,80.7468,6.69746,0,WRF point
1100244,wrf0_80.774002_6.697456,wrf0_80.774002_6.697456,virtual,n/a,80.774,6.69746,0,WRF point
1100245,wrf0_79.848206_6.724495,wrf0_79.848206_6.724495,virtual,n/a,79.8482,6.72449,0,WRF point
1100246,wrf0_79.875435_6.724495,wrf0_79.875435_6.724495,virtual,n/a,79.8754,6.72449,0,WRF point
1100247,wrf0_79.902664_6.724495,wrf0_79.902664_6.724495,virtual,n/a,79.9027,6.72449,0,WRF point
1100248,wrf0_79.929893_6.724495,wrf0_79.929893_6.724495,virtual,n/a,79.9299,6.72449,0,WRF point
1100249,wrf0_79.957123_6.724495,wrf0_79.957123_6.724495,virtual,n/a,79.9571,6.72449,0,WRF point
1100250,wrf0_79.984352_6.724495,wrf0_79.984352_6.724495,virtual,n/a,79.9844,6.72449,0,WRF point
1100251,wrf0_80.011581_6.724495,wrf0_80.011581_6.724495,virtual,n/a,80.0116,6.72449,0,WRF point
1100252,wrf0_80.038811_6.724495,wrf0_80.038811_6.724495,virtual,n/a,80.0388,6.72449,0,WRF point
1100253,wrf0_80.066040_6.724495,wrf0_80.066040_6.724495,virtual,n/a,80.066,6.72449,0,WRF point
1100254,wrf0_80.093269_6.724495,wrf0_80.093269_6.724495,virtual,n/a,80.0933,6.72449,0,WRF point
1100255,wrf0_80.120499_6.724495,wrf0_80.120499_6.724495,virtual,n/a,80.1205,6.72449,0,WRF point
1100256,wrf0_80.147728_6.724495,wrf0_80.147728_6.724495,virtual,n/a,80.1477,6.72449,0,WRF point
1100257,wrf0_80.174957_6.724495,wrf0_80.174957_6.724495,virtual,n/a,80.175,6.72449,0,WRF point
1100258,wrf0_80.202187_6.724495,wrf0_80.202187_6.724495,virtual,n/a,80.2022,6.72449,0,WRF point
1100259,wrf0_80.229416_6.724495,wrf0_80.229416_6.724495,virtual,n/a,80.2294,6.72449,0,WRF point
1100260,wrf0_80.256645_6.724495,wrf0_80.256645_6.724495,virtual,n/a,80.2566,6.72449,0,WRF point
1100261,wrf0_80.283875_6.724495,wrf0_80.283875_6.724495,virtual,n/a,80.2839,6.72449,0,WRF point
1100262,wrf0_80.311104_6.724495,wrf0_80.311104_6.724495,virtual,n/a,80.3111,6.72449,0,WRF point
1100263,wrf0_80.338333_6.724495,wrf0_80.338333_6.724495,virtual,n/a,80.3383,6.72449,0,WRF point
1100264,wrf0_80.365562_6.724495,wrf0_80.365562_6.724495,virtual,n/a,80.3656,6.72449,0,WRF point
1100265,wrf0_80.392792_6.724495,wrf0_80.392792_6.724495,virtual,n/a,80.3928,6.72449,0,WRF point
1100266,wrf0_80.420021_6.724495,wrf0_80.420021_6.724495,virtual,n/a,80.42,6.72449,0,WRF point
1100267,wrf0_80.447250_6.724495,wrf0_80.447250_6.724495,virtual,n/a,80.4473,6.72449,0,WRF point
1100268,wrf0_80.474480_6.724495,wrf0_80.474480_6.724495,virtual,n/a,80.4745,6.72449,0,WRF point
1100269,wrf0_80.501709_6.724495,wrf0_80.501709_6.724495,virtual,n/a,80.5017,6.72449,0,WRF point
1100270,wrf0_80.528938_6.724495,wrf0_80.528938_6.724495,virtual,n/a,80.5289,6.72449,0,WRF point
1100271,wrf0_80.556168_6.724495,wrf0_80.556168_6.724495,virtual,n/a,80.5562,6.72449,0,WRF point
1100272,wrf0_80.583397_6.724495,wrf0_80.583397_6.724495,virtual,n/a,80.5834,6.72449,0,WRF point
1100273,wrf0_80.610626_6.724495,wrf0_80.610626_6.724495,virtual,n/a,80.6106,6.72449,0,WRF point
1100274,wrf0_80.637856_6.724495,wrf0_80.637856_6.724495,virtual,n/a,80.6379,6.72449,0,WRF point
1100275,wrf0_80.665085_6.724495,wrf0_80.665085_6.724495,virtual,n/a,80.6651,6.72449,0,WRF point
1100276,wrf0_80.692314_6.724495,wrf0_80.692314_6.724495,virtual,n/a,80.6923,6.72449,0,WRF point
1100277,wrf0_80.719543_6.724495,wrf0_80.719543_6.724495,virtual,n/a,80.7195,6.72449,0,WRF point
1100278,wrf0_80.746773_6.724495,wrf0_80.746773_6.724495,virtual,n/a,80.7468,6.72449,0,WRF point
1100279,wrf0_80.774002_6.724495,wrf0_80.774002_6.724495,virtual,n/a,80.774,6.72449,0,WRF point
1100280,wrf0_79.848206_6.751541,wrf0_79.848206_6.751541,virtual,n/a,79.8482,6.75154,0,WRF point
1100281,wrf0_79.875435_6.751541,wrf0_79.875435_6.751541,virtual,n/a,79.8754,6.75154,0,WRF point
1100282,wrf0_79.902664_6.751541,wrf0_79.902664_6.751541,virtual,n/a,79.9027,6.75154,0,WRF point
1100283,wrf0_79.929893_6.751541,wrf0_79.929893_6.751541,virtual,n/a,79.9299,6.75154,0,WRF point
1100284,wrf0_79.957123_6.751541,wrf0_79.957123_6.751541,virtual,n/a,79.9571,6.75154,0,WRF point
1100285,wrf0_79.984352_6.751541,wrf0_79.984352_6.751541,virtual,n/a,79.9844,6.75154,0,WRF point
1100286,wrf0_80.011581_6.751541,wrf0_80.011581_6.751541,virtual,n/a,80.0116,6.75154,0,WRF point
1100287,wrf0_80.038811_6.751541,wrf0_80.038811_6.751541,virtual,n/a,80.0388,6.75154,0,WRF point
1100288,wrf0_80.066040_6.751541,wrf0_80.066040_6.751541,virtual,n/a,80.066,6.75154,0,WRF point
1100289,wrf0_80.093269_6.751541,wrf0_80.093269_6.751541,virtual,n/a,80.0933,6.75154,0,WRF point
1100290,wrf0_80.120499_6.751541,wrf0_80.120499_6.751541,virtual,n/a,80.1205,6.75154,0,WRF point
1100291,wrf0_80.147728_6.751541,wrf0_80.147728_6.751541,virtual,n/a,80.1477,6.75154,0,WRF point
1100292,wrf0_80.174957_6.751541,wrf0_80.174957_6.751541,virtual,n/a,80.175,6.75154,0,WRF point
1100293,wrf0_80.202187_6.751541,wrf0_80.202187_6.751541,virtual,n/a,80.2022,6.75154,0,WRF point
1100294,wrf0_80.229416_6.751541,wrf0_80.229416_6.751541,virtual,n/a,80.2294,6.75154,0,WRF point
1100295,wrf0_80.256645_6.751541,wrf0_80.256645_6.751541,virtual,n/a,80.2566,6.75154,0,WRF point
1100296,wrf0_80.283875_6.751541,wrf0_80.283875_6.751541,virtual,n/a,80.2839,6.75154,0,WRF point
1100297,wrf0_80.311104_6.751541,wrf0_80.311104_6.751541,virtual,n/a,80.3111,6.75154,0,WRF point
1100298,wrf0_80.338333_6.751541,wrf0_80.338333_6.751541,virtual,n/a,80.3383,6.75154,0,WRF point
1100299,wrf0_80.365562_6.751541,wrf0_80.365562_6.751541,virtual,n/a,80.3656,6.75154,0,WRF point
1100300,wrf0_80.392792_6.751541,wrf0_80.392792_6.751541,virtual,n/a,80.3928,6.75154,0,WRF point
1100301,wrf0_80.420021_6.751541,wrf0_80.420021_6.751541,virtual,n/a,80.42,6.75154,0,WRF point
1100302,wrf0_80.447250_6.751541,wrf0_80.447250_6.751541,virtual,n/a,80.4473,6.75154,0,WRF point
1100303,wrf0_80.474480_6.751541,wrf0_80.474480_6.751541,virtual,n/a,80.4745,6.75154,0,WRF point
1100304,wrf0_80.501709_6.751541,wrf0_80.501709_6.751541,virtual,n/a,80.5017,6.75154,0,WRF point
1100305,wrf0_80.528938_6.751541,wrf0_80.528938_6.751541,virtual,n/a,80.5289,6.75154,0,WRF point
1100306,wrf0_80.556168_6.751541,wrf0_80.556168_6.751541,virtual,n/a,80.5562,6.75154,0,WRF point
1100307,wrf0_80.583397_6.751541,wrf0_80.583397_6.751541,virtual,n/a,80.5834,6.75154,0,WRF point
1100308,wrf0_80.610626_6.751541,wrf0_80.610626_6.751541,virtual,n/a,80.6106,6.75154,0,WRF point
1100309,wrf0_80.637856_6.751541,wrf0_80.637856_6.751541,virtual,n/a,80.6379,6.75154,0,WRF point
1100310,wrf0_80.665085_6.751541,wrf0_80.665085_6.751541,virtual,n/a,80.6651,6.75154,0,WRF point
1100311,wrf0_80.692314_6.751541,wrf0_80.692314_6.751541,virtual,n/a,80.6923,6.75154,0,WRF point
1100312,wrf0_80.719543_6.751541,wrf0_80.719543_6.751541,virtual,n/a,80.7195,6.75154,0,WRF point
1100313,wrf0_80.746773_6.751541,wrf0_80.746773_6.751541,virtual,n/a,80.7468,6.75154,0,WRF point
1100314,wrf0_80.774002_6.751541,wrf0_80.774002_6.751541,virtual,n/a,80.774,6.75154,0,WRF point
1100315,wrf0_79.848206_6.778587,wrf0_79.848206_6.778587,virtual,n/a,79.8482,6.77859,0,WRF point
1100316,wrf0_79.875435_6.778587,wrf0_79.875435_6.778587,virtual,n/a,79.8754,6.77859,0,WRF point
1100317,wrf0_79.902664_6.778587,wrf0_79.902664_6.778587,virtual,n/a,79.9027,6.77859,0,WRF point
1100318,wrf0_79.929893_6.778587,wrf0_79.929893_6.778587,virtual,n/a,79.9299,6.77859,0,WRF point
1100319,wrf0_79.957123_6.778587,wrf0_79.957123_6.778587,virtual,n/a,79.9571,6.77859,0,WRF point
1100320,wrf0_79.984352_6.778587,wrf0_79.984352_6.778587,virtual,n/a,79.9844,6.77859,0,WRF point
1100321,wrf0_80.011581_6.778587,wrf0_80.011581_6.778587,virtual,n/a,80.0116,6.77859,0,WRF point
1100322,wrf0_80.038811_6.778587,wrf0_80.038811_6.778587,virtual,n/a,80.0388,6.77859,0,WRF point
1100323,wrf0_80.066040_6.778587,wrf0_80.066040_6.778587,virtual,n/a,80.066,6.77859,0,WRF point
1100324,wrf0_80.093269_6.778587,wrf0_80.093269_6.778587,virtual,n/a,80.0933,6.77859,0,WRF point
1100325,wrf0_80.120499_6.778587,wrf0_80.120499_6.778587,virtual,n/a,80.1205,6.77859,0,WRF point
1100326,wrf0_80.147728_6.778587,wrf0_80.147728_6.778587,virtual,n/a,80.1477,6.77859,0,WRF point
1100327,wrf0_80.174957_6.778587,wrf0_80.174957_6.778587,virtual,n/a,80.175,6.77859,0,WRF point
1100328,wrf0_80.202187_6.778587,wrf0_80.202187_6.778587,virtual,n/a,80.2022,6.77859,0,WRF point
1100329,wrf0_80.229416_6.778587,wrf0_80.229416_6.778587,virtual,n/a,80.2294,6.77859,0,WRF point
1100330,wrf0_80.256645_6.778587,wrf0_80.256645_6.778587,virtual,n/a,80.2566,6.77859,0,WRF point
1100331,wrf0_80.283875_6.778587,wrf0_80.283875_6.778587,virtual,n/a,80.2839,6.77859,0,WRF point
1100332,wrf0_80.311104_6.778587,wrf0_80.311104_6.778587,virtual,n/a,80.3111,6.77859,0,WRF point
1100333,wrf0_80.338333_6.778587,wrf0_80.338333_6.778587,virtual,n/a,80.3383,6.77859,0,WRF point
1100334,wrf0_80.365562_6.778587,wrf0_80.365562_6.778587,virtual,n/a,80.3656,6.77859,0,WRF point
1100335,wrf0_80.392792_6.778587,wrf0_80.392792_6.778587,virtual,n/a,80.3928,6.77859,0,WRF point
1100336,wrf0_80.420021_6.778587,wrf0_80.420021_6.778587,virtual,n/a,80.42,6.77859,0,WRF point
1100337,wrf0_80.447250_6.778587,wrf0_80.447250_6.778587,virtual,n/a,80.4473,6.77859,0,WRF point
1100338,wrf0_80.474480_6.778587,wrf0_80.474480_6.778587,virtual,n/a,80.4745,6.77859,0,WRF point
1100339,wrf0_80.501709_6.778587,wrf0_80.501709_6.778587,virtual,n/a,80.5017,6.77859,0,WRF point
1100340,wrf0_80.528938_6.778587,wrf0_80.528938_6.778587,virtual,n/a,80.5289,6.77859,0,WRF point
1100341,wrf0_80.556168_6.778587,wrf0_80.556168_6.778587,virtual,n/a,80.5562,6.77859,0,WRF point
1100342,wrf0_80.583397_6.778587,wrf0_80.583397_6.778587,virtual,n/a,80.5834,6.77859,0,WRF point
1100343,wrf0_80.610626_6.778587,wrf0_80.610626_6.778587,virtual,n/a,80.6106,6.77859,0,WRF point
1100344,wrf0_80.637856_6.778587,wrf0_80.637856_6.778587,virtual,n/a,80.6379,6.77859,0,WRF point
1100345,wrf0_80.665085_6.778587,wrf0_80.665085_6.778587,virtual,n/a,80.6651,6.77859,0,WRF point
1100346,wrf0_80.692314_6.778587,wrf0_80.692314_6.778587,virtual,n/a,80.6923,6.77859,0,WRF point
1100347,wrf0_80.719543_6.778587,wrf0_80.719543_6.778587,virtual,n/a,80.7195,6.77859,0,WRF point
1100348,wrf0_80.746773_6.778587,wrf0_80.746773_6.778587,virtual,n/a,80.7468,6.77859,0,WRF point
1100349,wrf0_80.774002_6.778587,wrf0_80.774002_6.778587,virtual,n/a,80.774,6.77859,0,WRF point
1100350,wrf0_79.848206_6.805618,wrf0_79.848206_6.805618,virtual,n/a,79.8482,6.80562,0,WRF point
1100351,wrf0_79.875435_6.805618,wrf0_79.875435_6.805618,virtual,n/a,79.8754,6.80562,0,WRF point
1100352,wrf0_79.902664_6.805618,wrf0_79.902664_6.805618,virtual,n/a,79.9027,6.80562,0,WRF point
1100353,wrf0_79.929893_6.805618,wrf0_79.929893_6.805618,virtual,n/a,79.9299,6.80562,0,WRF point
1100354,wrf0_79.957123_6.805618,wrf0_79.957123_6.805618,virtual,n/a,79.9571,6.80562,0,WRF point
1100355,wrf0_79.984352_6.805618,wrf0_79.984352_6.805618,virtual,n/a,79.9844,6.80562,0,WRF point
1100356,wrf0_80.011581_6.805618,wrf0_80.011581_6.805618,virtual,n/a,80.0116,6.80562,0,WRF point
1100357,wrf0_80.038811_6.805618,wrf0_80.038811_6.805618,virtual,n/a,80.0388,6.80562,0,WRF point
1100358,wrf0_80.066040_6.805618,wrf0_80.066040_6.805618,virtual,n/a,80.066,6.80562,0,WRF point
1100359,wrf0_80.093269_6.805618,wrf0_80.093269_6.805618,virtual,n/a,80.0933,6.80562,0,WRF point
1100360,wrf0_80.120499_6.805618,wrf0_80.120499_6.805618,virtual,n/a,80.1205,6.80562,0,WRF point
1100361,wrf0_80.147728_6.805618,wrf0_80.147728_6.805618,virtual,n/a,80.1477,6.80562,0,WRF point
1100362,wrf0_80.174957_6.805618,wrf0_80.174957_6.805618,virtual,n/a,80.175,6.80562,0,WRF point
1100363,wrf0_80.202187_6.805618,wrf0_80.202187_6.805618,virtual,n/a,80.2022,6.80562,0,WRF point
1100364,wrf0_80.229416_6.805618,wrf0_80.229416_6.805618,virtual,n/a,80.2294,6.80562,0,WRF point
1100365,wrf0_80.256645_6.805618,wrf0_80.256645_6.805618,virtual,n/a,80.2566,6.80562,0,WRF point
1100366,wrf0_80.283875_6.805618,wrf0_80.283875_6.805618,virtual,n/a,80.2839,6.80562,0,WRF point
1100367,wrf0_80.311104_6.805618,wrf0_80.311104_6.805618,virtual,n/a,80.3111,6.80562,0,WRF point
1100368,wrf0_80.338333_6.805618,wrf0_80.338333_6.805618,virtual,n/a,80.3383,6.80562,0,WRF point
1100369,wrf0_80.365562_6.805618,wrf0_80.365562_6.805618,virtual,n/a,80.3656,6.80562,0,WRF point
1100370,wrf0_80.392792_6.805618,wrf0_80.392792_6.805618,virtual,n/a,80.3928,6.80562,0,WRF point
1100371,wrf0_80.420021_6.805618,wrf0_80.420021_6.805618,virtual,n/a,80.42,6.80562,0,WRF point
1100372,wrf0_80.447250_6.805618,wrf0_80.447250_6.805618,virtual,n/a,80.4473,6.80562,0,WRF point
1100373,wrf0_80.474480_6.805618,wrf0_80.474480_6.805618,virtual,n/a,80.4745,6.80562,0,WRF point
1100374,wrf0_80.501709_6.805618,wrf0_80.501709_6.805618,virtual,n/a,80.5017,6.80562,0,WRF point
1100375,wrf0_80.528938_6.805618,wrf0_80.528938_6.805618,virtual,n/a,80.5289,6.80562,0,WRF point
1100376,wrf0_80.556168_6.805618,wrf0_80.556168_6.805618,virtual,n/a,80.5562,6.80562,0,WRF point
1100377,wrf0_80.583397_6.805618,wrf0_80.583397_6.805618,virtual,n/a,80.5834,6.80562,0,WRF point
1100378,wrf0_80.610626_6.805618,wrf0_80.610626_6.805618,virtual,n/a,80.6106,6.80562,0,WRF point
1100379,wrf0_80.637856_6.805618,wrf0_80.637856_6.805618,virtual,n/a,80.6379,6.80562,0,WRF point
1100380,wrf0_80.665085_6.805618,wrf0_80.665085_6.805618,virtual,n/a,80.6651,6.80562,0,WRF point
1100381,wrf0_80.692314_6.805618,wrf0_80.692314_6.805618,virtual,n/a,80.6923,6.80562,0,WRF point
1100382,wrf0_80.719543_6.805618,wrf0_80.719543_6.805618,virtual,n/a,80.7195,6.80562,0,WRF point
1100383,wrf0_80.746773_6.805618,wrf0_80.746773_6.805618,virtual,n/a,80.7468,6.80562,0,WRF point
1100384,wrf0_80.774002_6.805618,wrf0_80.774002_6.805618,virtual,n/a,80.774,6.80562,0,WRF point
1100385,wrf0_79.848206_6.832657,wrf0_79.848206_6.832657,virtual,n/a,79.8482,6.83266,0,WRF point
1100386,wrf0_79.875435_6.832657,wrf0_79.875435_6.832657,virtual,n/a,79.8754,6.83266,0,WRF point
1100387,wrf0_79.902664_6.832657,wrf0_79.902664_6.832657,virtual,n/a,79.9027,6.83266,0,WRF point
1100388,wrf0_79.929893_6.832657,wrf0_79.929893_6.832657,virtual,n/a,79.9299,6.83266,0,WRF point
1100389,wrf0_79.957123_6.832657,wrf0_79.957123_6.832657,virtual,n/a,79.9571,6.83266,0,WRF point
1100390,wrf0_79.984352_6.832657,wrf0_79.984352_6.832657,virtual,n/a,79.9844,6.83266,0,WRF point
1100391,wrf0_80.011581_6.832657,wrf0_80.011581_6.832657,virtual,n/a,80.0116,6.83266,0,WRF point
1100392,wrf0_80.038811_6.832657,wrf0_80.038811_6.832657,virtual,n/a,80.0388,6.83266,0,WRF point
1100393,wrf0_80.066040_6.832657,wrf0_80.066040_6.832657,virtual,n/a,80.066,6.83266,0,WRF point
1100394,wrf0_80.093269_6.832657,wrf0_80.093269_6.832657,virtual,n/a,80.0933,6.83266,0,WRF point
1100395,wrf0_80.120499_6.832657,wrf0_80.120499_6.832657,virtual,n/a,80.1205,6.83266,0,WRF point
1100396,wrf0_80.147728_6.832657,wrf0_80.147728_6.832657,virtual,n/a,80.1477,6.83266,0,WRF point
1100397,wrf0_80.174957_6.832657,wrf0_80.174957_6.832657,virtual,n/a,80.175,6.83266,0,WRF point
1100398,wrf0_80.202187_6.832657,wrf0_80.202187_6.832657,virtual,n/a,80.2022,6.83266,0,WRF point
1100399,wrf0_80.229416_6.832657,wrf0_80.229416_6.832657,virtual,n/a,80.2294,6.83266,0,WRF point
1100400,wrf0_80.256645_6.832657,wrf0_80.256645_6.832657,virtual,n/a,80.2566,6.83266,0,WRF point
1100401,wrf0_80.283875_6.832657,wrf0_80.283875_6.832657,virtual,n/a,80.2839,6.83266,0,WRF point
1100402,wrf0_80.311104_6.832657,wrf0_80.311104_6.832657,virtual,n/a,80.3111,6.83266,0,WRF point
1100403,wrf0_80.338333_6.832657,wrf0_80.338333_6.832657,virtual,n/a,80.3383,6.83266,0,WRF point
1100404,wrf0_80.365562_6.832657,wrf0_80.365562_6.832657,virtual,n/a,80.3656,6.83266,0,WRF point
1100405,wrf0_80.392792_6.832657,wrf0_80.392792_6.832657,virtual,n/a,80.3928,6.83266,0,WRF point
1100406,wrf0_80.420021_6.832657,wrf0_80.420021_6.832657,virtual,n/a,80.42,6.83266,0,WRF point
1100407,wrf0_80.447250_6.832657,wrf0_80.447250_6.832657,virtual,n/a,80.4473,6.83266,0,WRF point
1100408,wrf0_80.474480_6.832657,wrf0_80.474480_6.832657,virtual,n/a,80.4745,6.83266,0,WRF point
1100409,wrf0_80.501709_6.832657,wrf0_80.501709_6.832657,virtual,n/a,80.5017,6.83266,0,WRF point
1100410,wrf0_80.528938_6.832657,wrf0_80.528938_6.832657,virtual,n/a,80.5289,6.83266,0,WRF point
1100411,wrf0_80.556168_6.832657,wrf0_80.556168_6.832657,virtual,n/a,80.5562,6.83266,0,WRF point
1100412,wrf0_80.583397_6.832657,wrf0_80.583397_6.832657,virtual,n/a,80.5834,6.83266,0,WRF point
1100413,wrf0_80.610626_6.832657,wrf0_80.610626_6.832657,virtual,n/a,80.6106,6.83266,0,WRF point
1100414,wrf0_80.637856_6.832657,wrf0_80.637856_6.832657,virtual,n/a,80.6379,6.83266,0,WRF point
1100415,wrf0_80.665085_6.832657,wrf0_80.665085_6.832657,virtual,n/a,80.6651,6.83266,0,WRF point
1100416,wrf0_80.692314_6.832657,wrf0_80.692314_6.832657,virtual,n/a,80.6923,6.83266,0,WRF point
1100417,wrf0_80.719543_6.832657,wrf0_80.719543_6.832657,virtual,n/a,80.7195,6.83266,0,WRF point
1100418,wrf0_80.746773_6.832657,wrf0_80.746773_6.832657,virtual,n/a,80.7468,6.83266,0,WRF point
1100419,wrf0_80.774002_6.832657,wrf0_80.774002_6.832657,virtual,n/a,80.774,6.83266,0,WRF point
1100420,wrf0_79.848206_6.859688,wrf0_79.848206_6.859688,virtual,n/a,79.8482,6.85969,0,WRF point
1100421,wrf0_79.875435_6.859688,wrf0_79.875435_6.859688,virtual,n/a,79.8754,6.85969,0,WRF point
1100422,wrf0_79.902664_6.859688,wrf0_79.902664_6.859688,virtual,n/a,79.9027,6.85969,0,WRF point
1100423,wrf0_79.929893_6.859688,wrf0_79.929893_6.859688,virtual,n/a,79.9299,6.85969,0,WRF point
1100424,wrf0_79.957123_6.859688,wrf0_79.957123_6.859688,virtual,n/a,79.9571,6.85969,0,WRF point
1100425,wrf0_79.984352_6.859688,wrf0_79.984352_6.859688,virtual,n/a,79.9844,6.85969,0,WRF point
1100426,wrf0_80.011581_6.859688,wrf0_80.011581_6.859688,virtual,n/a,80.0116,6.85969,0,WRF point
1100427,wrf0_80.038811_6.859688,wrf0_80.038811_6.859688,virtual,n/a,80.0388,6.85969,0,WRF point
1100428,wrf0_80.066040_6.859688,wrf0_80.066040_6.859688,virtual,n/a,80.066,6.85969,0,WRF point
1100429,wrf0_80.093269_6.859688,wrf0_80.093269_6.859688,virtual,n/a,80.0933,6.85969,0,WRF point
1100430,wrf0_80.120499_6.859688,wrf0_80.120499_6.859688,virtual,n/a,80.1205,6.85969,0,WRF point
1100431,wrf0_80.147728_6.859688,wrf0_80.147728_6.859688,virtual,n/a,80.1477,6.85969,0,WRF point
1100432,wrf0_80.174957_6.859688,wrf0_80.174957_6.859688,virtual,n/a,80.175,6.85969,0,WRF point
1100433,wrf0_80.202187_6.859688,wrf0_80.202187_6.859688,virtual,n/a,80.2022,6.85969,0,WRF point
1100434,wrf0_80.229416_6.859688,wrf0_80.229416_6.859688,virtual,n/a,80.2294,6.85969,0,WRF point
1100435,wrf0_80.256645_6.859688,wrf0_80.256645_6.859688,virtual,n/a,80.2566,6.85969,0,WRF point
1100436,wrf0_80.283875_6.859688,wrf0_80.283875_6.859688,virtual,n/a,80.2839,6.85969,0,WRF point
1100437,wrf0_80.311104_6.859688,wrf0_80.311104_6.859688,virtual,n/a,80.3111,6.85969,0,WRF point
1100438,wrf0_80.338333_6.859688,wrf0_80.338333_6.859688,virtual,n/a,80.3383,6.85969,0,WRF point
1100439,wrf0_80.365562_6.859688,wrf0_80.365562_6.859688,virtual,n/a,80.3656,6.85969,0,WRF point
1100440,wrf0_80.392792_6.859688,wrf0_80.392792_6.859688,virtual,n/a,80.3928,6.85969,0,WRF point
1100441,wrf0_80.420021_6.859688,wrf0_80.420021_6.859688,virtual,n/a,80.42,6.85969,0,WRF point
1100442,wrf0_80.447250_6.859688,wrf0_80.447250_6.859688,virtual,n/a,80.4473,6.85969,0,WRF point
1100443,wrf0_80.474480_6.859688,wrf0_80.474480_6.859688,virtual,n/a,80.4745,6.85969,0,WRF point
1100444,wrf0_80.501709_6.859688,wrf0_80.501709_6.859688,virtual,n/a,80.5017,6.85969,0,WRF point
1100445,wrf0_80.528938_6.859688,wrf0_80.528938_6.859688,virtual,n/a,80.5289,6.85969,0,WRF point
1100446,wrf0_80.556168_6.859688,wrf0_80.556168_6.859688,virtual,n/a,80.5562,6.85969,0,WRF point
1100447,wrf0_80.583397_6.859688,wrf0_80.583397_6.859688,virtual,n/a,80.5834,6.85969,0,WRF point
1100448,wrf0_80.610626_6.859688,wrf0_80.610626_6.859688,virtual,n/a,80.6106,6.85969,0,WRF point
1100449,wrf0_80.637856_6.859688,wrf0_80.637856_6.859688,virtual,n/a,80.6379,6.85969,0,WRF point
1100450,wrf0_80.665085_6.859688,wrf0_80.665085_6.859688,virtual,n/a,80.6651,6.85969,0,WRF point
1100451,wrf0_80.692314_6.859688,wrf0_80.692314_6.859688,virtual,n/a,80.6923,6.85969,0,WRF point
1100452,wrf0_80.719543_6.859688,wrf0_80.719543_6.859688,virtual,n/a,80.7195,6.85969,0,WRF point
1100453,wrf0_80.746773_6.859688,wrf0_80.746773_6.859688,virtual,n/a,80.7468,6.85969,0,WRF point
1100454,wrf0_80.774002_6.859688,wrf0_80.774002_6.859688,virtual,n/a,80.774,6.85969,0,WRF point
1100455,wrf0_79.848206_6.886719,wrf0_79.848206_6.886719,virtual,n/a,79.8482,6.88672,0,WRF point
1100456,wrf0_79.875435_6.886719,wrf0_79.875435_6.886719,virtual,n/a,79.8754,6.88672,0,WRF point
1100457,wrf0_79.902664_6.886719,wrf0_79.902664_6.886719,virtual,n/a,79.9027,6.88672,0,WRF point
1100458,wrf0_79.929893_6.886719,wrf0_79.929893_6.886719,virtual,n/a,79.9299,6.88672,0,WRF point
1100459,wrf0_79.957123_6.886719,wrf0_79.957123_6.886719,virtual,n/a,79.9571,6.88672,0,WRF point
1100460,wrf0_79.984352_6.886719,wrf0_79.984352_6.886719,virtual,n/a,79.9844,6.88672,0,WRF point
1100461,wrf0_80.011581_6.886719,wrf0_80.011581_6.886719,virtual,n/a,80.0116,6.88672,0,WRF point
1100462,wrf0_80.038811_6.886719,wrf0_80.038811_6.886719,virtual,n/a,80.0388,6.88672,0,WRF point
1100463,wrf0_80.066040_6.886719,wrf0_80.066040_6.886719,virtual,n/a,80.066,6.88672,0,WRF point
1100464,wrf0_80.093269_6.886719,wrf0_80.093269_6.886719,virtual,n/a,80.0933,6.88672,0,WRF point
1100465,wrf0_80.120499_6.886719,wrf0_80.120499_6.886719,virtual,n/a,80.1205,6.88672,0,WRF point
1100466,wrf0_80.147728_6.886719,wrf0_80.147728_6.886719,virtual,n/a,80.1477,6.88672,0,WRF point
1100467,wrf0_80.174957_6.886719,wrf0_80.174957_6.886719,virtual,n/a,80.175,6.88672,0,WRF point
1100468,wrf0_80.202187_6.886719,wrf0_80.202187_6.886719,virtual,n/a,80.2022,6.88672,0,WRF point
1100469,wrf0_80.229416_6.886719,wrf0_80.229416_6.886719,virtual,n/a,80.2294,6.88672,0,WRF point
1100470,wrf0_80.256645_6.886719,wrf0_80.256645_6.886719,virtual,n/a,80.2566,6.88672,0,WRF point
1100471,wrf0_80.283875_6.886719,wrf0_80.283875_6.886719,virtual,n/a,80.2839,6.88672,0,WRF point
