1.5          0.0           0.000
N            2904           0.040          181.07             465
N            2905           0.040          181.07             464
N            3049           0.040          181.07             463
N            3050           0.040             150             462
1.5          0.0           0.000
N            5856           0.040             150             514
N            5857           0.040          181.07             515
N            6036           0.040          181.07             516
N            6213           0.040          181.07             517
N            6392           0.040          212.13             518
N            6570           0.040          212.13             519
N            6743           0.040          212.13             520
N            6914           0.040          181.07             521
N            7085           0.040          181.07             522
N            7086           0.040          181.07             523
N            7257           0.040          212.13             524
N            7428           0.040             150             525
1.5          0.0           0.000
N           10522           0.040             150             526
N           10670           0.040          181.07             527
N           10816           0.040          181.07             528
N           10963           0.040          181.07             529
N           11109           0.040          212.13             530
N           11257           0.040          181.07             531
N           11403           0.040          181.07             532
N           11552           0.040          212.13             533
N           11701           0.040          212.13             534
N           11851           0.040          212.13             535
N           12000           0.040          212.13             536
N           12149           0.040          181.07             537
N           12150           0.040             150             538
N           12151           0.040             150             539
N           12152           0.040          181.07             540
N           12005           0.040          181.07             541
N           12006           0.040          181.07             542
N           11859           0.040          181.07             543
N           11860           0.040          181.07             544
N           11712           0.040          181.07             545
N           11713           0.040          181.07             546
N           11566           0.040          212.13             547
N           11419           0.040          181.07             548
N           11420           0.040             150             549
N           11421           0.040             150             550
N           11422           0.040             150             551
N           11423           0.040             150             552
N           11424           0.040          181.07             553
N           11279           0.040          181.07             554
N           11280           0.040             150             555
N           11133           0.040          181.07             556
N           10987           0.040          181.07             557
N           10988           0.040          181.07             558
N           10842           0.040          181.07             559
N           10843           0.040             150             560
N           10844           0.040          181.07             561
N           10698           0.040          181.07             562
N           10699           0.040             150             563
N           10551           0.040          181.07             564
N           10404           0.040          212.13             565
N           10257           0.040          181.07             566
N           10258           0.040             150             567
N           10259           0.040          181.07             568
N           10109           0.040             150             569
1.5          0.0           0.000
N            2876           0.040             150             570
N            2877           0.040             150             571
N            2878           0.040             150             572
N            3021           0.040             150             573
N            3022           0.040             150             574
N            3023           0.040             150             575
N            2880           0.040             150             576
N            2741           0.040          181.07             577
N            2604           0.040          212.13             578
N            2743           0.040          181.07             579
N            2744           0.040          181.07             580
N            2607           0.040          181.07             581
N            2608           0.040             150             582
1.5          0.0           0.000
N            2732           0.040             150             583
N            2593           0.040          181.07             584
N            2592           0.040             150             585
N            2462           0.040             150             586
1.5          0.0           0.000
N            1488           0.020             150             587
N            1374           0.020             150             588
N            1262           0.020             150             589
N            1154           0.020          181.07             590
N            1059           0.020          181.07             591
N             966           0.020             150             592
N             875           0.020             150             593
N             786           0.020             150             594
N             787           0.020             150             595
N             788           0.020          181.07             596
N             702           0.020          181.07             597
N             617           0.020             150             598
N             536           0.020             150             599
1.5          0.0           0.000
N            2073           0.040             150             600
N            2200           0.040             150             601
N            2328           0.040             150             602
1.5          0.0           0.000
N            5011           0.040             150             603
N            5190           0.040             150             604
N            5189           0.040             150             605
1.5          0.0           0.000
N            5907           0.040             150             606
N            5728           0.040             150             607
N            5727           0.040             150             608
N            5549           0.040             150             609
N            5548           0.040             150             610
N            5547           0.040             150             611
1.5          0.0           0.000
N            6578           0.040             150             612
N            6750           0.040             150             613
1.5          0.0           0.000
N            7595           0.040             150             614
N            7596           0.040             150             615
N            7597           0.040          181.07             616
N            7598           0.040             150             617
N            7429           0.040          212.13             618
N            7260           0.040          212.13             619
N            7091           0.040             150             620
1.5          0.0           0.000
N            6921           0.055             150             621
N            6922           0.055             150             622
N            6923           0.055          181.07             623
N            6753           0.055             150             624
N            6754           0.055             150             625
1.5          0.0           0.000
N            2444           0.040             150             626
N            2445           0.040             150             627
N            2446           0.040             150             628
N            2447           0.040             150             629
N            2448           0.040             150             630
1.5          0.0           0.000
N            6081           0.040             150             631
N            6258           0.040             150             632
N            6436           0.040          181.07             633
N            6614           0.040          181.07             634
N            6615           0.040          181.07             635
N            6439           0.040          181.07             636
N            6440           0.040             150             637
1.5          0.0           0.000
N            3461           0.040             150             638
N            3308           0.040             150             639
N            3162           0.040             150             640
N            3018           0.040             150             641
1.5          0.0           0.000
N            7451           0.040             150             642
N            7281           0.040          181.07             643
