id,longitude,latitude
1103633,80.6106,7.12996
1103634,80.6379,7.12996
1103635,80.6651,7.12996
1103636,80.6923,7.12996
1103637,80.7195,7.12996
1103638,80.7468,7.12996
1103639,80.774,7.12996
1103640,79.8482,7.15697
1103641,79.8754,7.15697
1103642,79.9027,7.15697
1103643,79.9299,7.15697
1103644,79.9571,7.15697
1103645,79.9844,7.15697
1103646,80.0116,7.15697
1103647,80.0388,7.15697
1103648,80.066,7.15697
1103649,80.0933,7.15697
1103650,80.1205,7.15697
1103651,80.1477,7.15697
1103652,80.175,7.15697
1103653,80.2022,7.15697
1103654,80.2294,7.15697
1103655,80.2566,7.15697
1103656,80.2839,7.15697
1103657,80.3111,7.15697
1103658,80.3383,7.15697
1103659,80.3656,7.15697
1103660,80.3928,7.15697
1103661,80.42,7.15697
1103662,80.4473,7.15697
1103663,80.4745,7.15697
1103664,80.5017,7.15697
1103665,80.5289,7.15697
1103666,80.5562,7.15697
1103667,80.5834,7.15697
1103668,80.6106,7.15697
1103669,80.6379,7.15697
1103670,80.6651,7.15697
1103671,80.6923,7.15697
1103672,80.7195,7.15697
1103673,80.7468,7.15697
1103674,80.774,7.15697
1103675,79.8482,7.184
1103676,79.8754,7.184
1103677,79.9027,7.184
1103678,79.9299,7.184
1103679,79.9571,7.184
1103680,79.9844,7.184
1103681,80.0116,7.184
1103682,80.0388,7.184
1103683,80.066,7.184
1103684,80.0933,7.184
1103685,80.1205,7.184
1103686,80.1477,7.184
1103687,80.175,7.184
1103688,80.2022,7.184
1103689,80.2294,7.184
1103690,80.2566,7.184
1103691,80.2839,7.184
1103692,80.3111,7.184
1103693,80.3383,7.184
1103694,80.3656,7.184
1103695,80.3928,7.184
1103696,80.42,7.184
1103697,80.4473,7.184
1103698,80.4745,7.184
1103699,80.5017,7.184
1103700,80.5289,7.184
1103701,80.5562,7.184
1103702,80.5834,7.184
1103703,80.6106,7.184
1103704,80.6379,7.184
1103705,80.6651,7.184
1103706,80.6923,7.184
1103707,80.7195,7.184
1103708,80.7468,7.184
1103709,80.774,7.184
1103710,79.8482,7.21101
1103711,79.8754,7.21101
1103712,79.9027,7.21101
1103713,79.9299,7.21101
1103714,79.9571,7.21101
1103715,79.9844,7.21101
1103716,80.0116,7.21101
1103717,80.0388,7.21101
1103718,80.066,7.21101
1103719,80.0933,7.21101
1103720,80.1205,7.21101
1103721,80.1477,7.21101
1103722,80.175,7.21101
1103723,80.2022,7.21101
1103724,80.2294,7.21101
1103725,80.2566,7.21101
1103726,80.2839,7.21101
1103727,80.3111,7.21101
1103728,80.3383,7.21101
1103729,80.3656,7.21101
1103730,80.3928,7.21101
1103731,80.42,7.21101
1103732,80.4473,7.21101
1103733,80.4745,7.21101
1103734,80.5017,7.21101
1103735,80.5289,7.21101
1103736,80.5562,7.21101
1103737,80.5834,7.21101
1103738,80.6106,7.21101
1103739,80.6379,7.21101
1103740,80.6651,7.21101
1103741,80.6923,7.21101
1103742,80.7195,7.21101
1103743,80.7468,7.21101
1103744,80.774,7.21101
1103745,79.8482,7.23801
1103746,79.8754,7.23801
1103747,79.9027,7.23801
1103748,79.9299,7.23801
1103749,79.9571,7.23801
1103750,79.9844,7.23801
1103751,80.0116,7.23801
1103752,80.0388,7.23801
1103753,80.066,7.23801
1103754,80.0933,7.23801
1103755,80.1205,7.23801
1103756,80.1477,7.23801
1103757,80.175,7.23801
1103758,80.2022,7.23801
1103759,80.2294,7.23801
1103760,80.2566,7.23801
1103761,80.2839,7.23801
1103762,80.3111,7.23801
1103763,80.3383,7.23801
1103764,80.3656,7.23801
1103765,80.3928,7.23801
1103766,80.42,7.23801
1103767,80.4473,7.23801
1103768,80.4745,7.23801
1103769,80.5017,7.23801
1103770,80.5289,7.23801
1103771,80.5562,7.23801
1103772,80.5834,7.23801
1103773,80.6106,7.23801
1103774,80.6379,7.23801
1103775,80.6651,7.23801
1103776,80.6923,7.23801
1103777,80.7195,7.23801
1103778,80.7468,7.23801
1103779,80.774,7.23801
