 2982          0 
 2981          2980 
 3125          3124 
 3271          3270 
 3424          3271 
 3423          3270 
 3422          3269 
 3421          3268 
 1606          0 
 1481          1482 
 1357          1358 
 1243          1244 
 1131          1132 
 1029          1030 
 936           1031 
 845           938 
 756           757 
 2808          2807 
 2951          2950 
 3095          3094 
 3241          3240 
 3394          3393 
 3549          3392 
 3705          3547 
 3865          0 
 4036          3865 
 4209          4034 
 6557          6558 
 6380          6381 
 6201          6202 
 6024          6025 
 5845          5846 
 5666          5667 
 5487          5488 
 5308          5488 
 5309          5488 
 5489          5667 
 5490          0 
 5491          5670 
 5312          5313 
 5133          5134 
 4953          4775 
 4773          4595 
 4594          0 
 4415          4416 
 4238          4239 
 4064          4065 
 3894          3895 
 4567          0 
 4566          0 
 4386          4210 
 4385          4209 
 4384          4208 
 4383          4207 
 4206          4032 
 4205          4031 
 4030          3861 
 3859          3700 
 3698          3542 
 3697          3541 
 3540          3385 
 3539          3384 
 3382          3230 
 3381          3228 
 3380          3227 
 3226          3080 
 3225          3226 
 3079          3080 
 2935          2936 
 2792          2793 
 2653          2654 
 2515          2516 
 2385          0 
 2386          2517 
 2258          2388 
 2131          2133 
 2005          2133 
 1879          0 
 1753          0 
 1626          1627 
 1500          0 
 1375          1262 
 1260          1149 
 1147          1045 
 1146          1044 
 1145          1043 
 1144          0 
 1256          0 
 1255          0 
 1368          1254 
 1367          1253 
 1366          1252 
 1251          1252 
 1139          1140 
 1037          1038 
 942           943 
 850           851 
 761           673 
 760           672 
 759           671 
 758           670 
 669           583 
 668           582 
 581           0 
 497           417 
 416           417 
 5081          0 
 5261          0 
 5441          0 
 5619          5974 
 5799          5976 
 5978          6154 
 5979          6155 
 6157          6334 
 6336          6683 
 6337          6513 
 6338          6515 
 6339          6516 
 6340          6517 
 6341          0 
 6164          6166 
 5987          0 
 5809          0 
 5629          0 
 5451          0 
 5272          0 
 5452          0 
 5630          0 
 5810          0 
 5988          0 
 5989          6346 
 5812          6169 
 5634          5814 
 5456          5635 
 5457          5635 
 5458          5636 
 5459          5637 
 5281          5461 
 5102          5464 
 4924          5285 
 4746          5106 
 4747          4926 
 4748          4927 
 4570          0 
 4391          0 
 4392          0 
 4217          0 
 4043          4217 
 4044          4218 
 4045          4219 
 4046          4220 
 4221          4397 
 4222          4398 
 4223          4399 
 4224          4225 
 4050          4051 
 3880          3881 
 3720          3721 
 3563          3564 
 3408          3409 
 3255          3256 
 3108          3109 
 2964          2965 
 2821          2822 
 2683          2684 
 2545          2546 
 2416          2547 
 2288          0 
 2418          0 
 2419          2550 
 2291          0 
 2164          2293 
 2165          0 
 2166          2294 
 2167          2295 
 2296          2425 
 2297          2426 
 2170          2298 
 2171          0 
 2044          0 
 1919          1920 
 1794          1795 
 1667          1668 
 1541          1418 
 9266          9267 
 9097          9098 
 8927          8928 
 8756          8757 
 8584          8585 
 8417          0 
 8251          8418 
 8082          8253 
 7912          8083 
 7913          8084 
 7744          7915 
 7745          7746 
 7575          7746 
 7576          0 
 7577          0 
 7578          7748 
 7579          7750 
 7409          7410 
 7240          7241 
 7070          7241 
 7071          7242 
 6901          7072 
 6902          7073 
 6731          6903 
 4059          4232 
 4233          4232 
 4409          4408 
 4589          4768 
 4590          4769 
 4591          4770 
 2811          0 
 2671          2533 
 2670          2532 
 2669          0 
 2530          2401 
 2399          2271 
 2269          2142 
 2140          0 
 2267          2139 
 2266          2138 
 2265          2137 
 2393          0 
 2392          2263 
 2391          2262 
 2390          2261 
 2260          2133 
 4057          3726 
 4230          4055 
 25858         25859 
 25677         25678 
 25499         25325 
 25323         25150 
 25148         24975 
 24973         24801 
 24799         24801 
 24619         24621 
 24439         24441 
 24260         24262 
 24077         24078 
 23897         23718 
 23716         23537 
 23535         23362 
 23361         23362 
 23187         23189 
 23014         23189 
 22841         23016 
 22668         22842 
 22497         22670 
 22326         22327 
 22155         21986 
 22154         21984 
 22153         21983 
 21982         21813 
 21811         21641 
 21640         21641 
 21473         21474 
 21310         21312 
 21145         21147 
 20981         21146 
 20982         21146 
 20983         21147 
 20984         21148 
 20985         21150 
 20822         20823 
 20661         20662 
 20503         20504 
 20349         20350 
 20196         20197 
 20042         20044 
 19891         19893 
 19740         19894 
 19593         19894 
 19453         19744 
 19314         19597 
 19174         19315 
 19035         19176 
 18896         18897 
 18758         18760 
 18624         18899 
 18490         18762 
 18355         18627 
 18220         18493 
 18082         18083 
 17944         17945 
 17805         17806 
 17666         17668 
 17527         17529 
 17388         17390 
 17250         17528 
 17251         17529 
 17252         17530 
 17253         17531 
 17254         17393 
 17116         17255 
 17117         0 
 16982         0 
 16983         17119 
 16850         16985 
 16717         16852 
 16718         16852 
 16719         16853 
 16720         16854 
 16855         16989 
 16856         16990 
 16857         16992 
 16723         16725 
 16589         16591 
 16453         16455 
 16319         16321 
 16185         16187 
 16050         16052 
 15915         15917 
 15780         15782 
 15644         15646 
 15506         15507 
 15370         15371 
 15234         15235 
 15100         15101 
 14966         14967 
 14832         14833 
 14698         14699 
 14567         14568 
 14566         14436 
 14435         14305 
 14303         14178 
 14302         14177 
 14175         14053 
 14174         14052 
 14050         14051 
 13927         0 
 13928         13929 
 13807         13808 
 13685         13686 
 13562         13563 
 13440         13441 
 13317         13318 
 13194         13195 
 13070         13071 
 12947         12948 
 12821         12822 
 12694         12695 
 12553         12554 
 12410         12411 
 12265         12266 
 12117         12118 
 11970         11971 
 11822         11823 
 11673         11674 
 11525         11526 
 11378         11379 
 11232         11233 
 11085         11086 
 10939         10940 
 10792         10793 
 10644         10350 
