    3046               0
    3045            3044
    3189            3188
    3335            3334
    3488            3335
    3487            3334
    3486            3333
    3485            3332
    1670               0
    1545            1546
    1421            1422
    1307            1308
    1195            1196
    1087            1088
     992            1089
     900             994
     809             810
    2872            2871
    3015            3014
    3159            3158
    3305            3304
    3458            3457
    3613            3456
    3769            3611
    3929               0
    4100            3929
    4273            4098
    6621            6622
    6444            6445
    6265            6266
    6088            6089
    5909            5910
    5730            5731
    5551            5552
    5372            5552
    5373            5552
    5553            5731
    5554               0
    5555            5734
    5376            5377
    5197            5198
    5017            4839
    4837            4659
    4658               0
    4479            4480
    4302            4303
    4128            4129
    3958            3959
    4631               0
    4630               0
    4450            4274
    4449            4273
    4448            4272
    4447            4271
    4270            4096
    4269            4095
    4094            3925
    3923            3764
    3762            3606
    3761            3605
    3604            3449
    3603            3448
    3446            3294
    3445            3292
    3444            3291
    3290            3144
    3289            3290
    3143            3144
    2999            3000
    2856            2857
    2717            2718
    2579            2580
    2449               0
    2450            2581
    2322            2452
    2195            2197
    2069            2197
    1943               0
    1817               0
    1690            1691
    1564               0
    1439            1326
    1324            1213
    1211            1103
    1210            1102
    1209            1101
    1208               0
    1320               0
    1319               0
    1432            1318
    1431            1317
    1430            1316
    1315            1316
    1203            1204
    1095            1096
     998             999
     905             906
     814             725
     813             724
     812             723
     811             722
     721             634
     720             633
     632               0
     546             465
     464             465
    5145               0
    5325               0
    5505               0
    5683            6038
    5863            6040
    6042            6218
    6043            6219
    6221            6398
    6400            6747
    6401            6577
    6402            6579
    6403            6580
    6404            6581
    6405               0
    6228            6230
    6051               0
    5873               0
    5693               0
    5515               0
    5336               0
    5516               0
    5694               0
    5874               0
    6052               0
    6053            6410
    5876            6233
    5698            5878
    5520            5699
    5521            5699
    5522            5700
    5523            5701
    5345            5525
    5166            5528
    4988            5349
    4810            5170
    4811            4990
    4812            4991
    4634               0
    4455               0
    4456               0
    4281               0
    4107            4281
    4108            4282
    4109            4283
    4110            4284
    4285            4461
    4286            4462
    4287            4463
    4288            4289
    4114            4115
    3944            3945
    3784            3785
    3627            3628
    3472            3473
    3319            3320
    3172            3173
    3028            3029
    2885            2886
    2747            2748
    2609            2610
    2480            2611
    2352               0
    2482               0
    2483            2614
    2355               0
    2228            2357
    2229               0
    2230            2358
    2231            2359
    2360            2489
    2361            2490
    2234            2362
    2235               0
    2108               0
    1983            1984
    1858            1859
    1731            1732
    1605            1482
    9330            9331
    9161            9162
    8991            8992
    8820            8821
    8648            8649
    8481               0
    8315            8482
    8146            8317
    7976            8147
    7977            8148
    7808            7979
    7809            7810
    7639            7810
    7640               0
    7641               0
    7642            7812
    7643            7814
    7473            7474
    7304            7305
    7134            7305
    7135            7306
    6965            7136
    6966            7137
    6795            6967
    4123            4296
    4297            4296
    4473            4472
    4653            4832
    4654            4833
    4655            4834
    2875               0
    2735            2597
    2734            2596
    2733               0
    2594            2465
    2463            2335
    2333            2206
    2204               0
    2331            2203
    2330            2202
    2329            2201
    2457               0
    2456            2327
    2455            2326
    2454            2325
    2324            2197
    4121            3790
    4294            4119
   25922           25923
   25741           25742
   25563           25389
   25387           25214
   25212           25039
   25037           24865
   24863           24865
   24683           24685
   24503           24505
   24324           24326
   24141           24142
   23961           23782
   23780           23601
   23599           23426
   23425           23426
   23251           23253
   23078           23253
   22905           23080
   22732           22906
   22561           22734
   22390           22391
   22219           22050
   22218           22048
   22217           22047
   22046           21877
   21875           21705
   21704           21705
   21537           21538
   21374           21376
   21209           21211
   21045           21210
   21046           21210
   21047           21211
   21048           21212
   21049           21214
   20886           20887
   20725           20726
   20567           20568
   20413           20414
   20260           20261
   20106           20108
   19955           19957
   19804           19958
   19657           19958
   19517           19808
   19378           19661
   19238           19379
   19099           19240
   18960           18961
   18822           18824
   18688           18963
   18554           18826
   18419           18691
   18284           18557
   18146           18147
   18008           18009
   17869           17870
   17730           17732
   17591           17593
   17452           17454
   17314           17592
   17315           17593
   17316           17594
   17317           17595
   17318           17457
   17180           17319
   17181               0
   17046               0
   17047           17183
   16914           17049
   16781           16916
   16782           16916
   16783           16917
   16784           16918
   16919           17053
   16920           17054
   16921           17056
   16787           16789
   16653           16655
   16517           16519
   16383           16385
   16249           16251
   16114           16116
   15979           15981
   15844           15846
   15708           15710
   15570           15571
   15434           15435
   15298           15299
   15164           15165
   15030           15031
   14896           14897
   14762           14763
   14631           14632
   14630           14500
   14499           14369
   14367           14242
   14366           14241
   14239           14117
   14238           14116
   14114           14115
   13991               0
   13992           13993
   13871           13872
   13749           13750
   13626           13627
   13504           13505
   13381           13382
   13258           13259
   13134           13135
   13011           13012
   12885           12886
   12758           12759
   12617           12618
