time,Urumewella_A&T Labs,Kotikawatta_Leecom,Kahawatta_Icharm,Kalawana_Icharm,Kalutara_Icharm,Dompe_Icharm,Uduwawala_CUrW IoT,Orugodawatta_CUrW IoT,Mahapallegama_A&T Labs,Kottawa North Dharmapala School_Leecom,IBATTARA2_CUrW IoT,Hingurana_CUrW IoT,Jaffna_CUrW IoT,Kohuwala_A&T Labs,Ambewela Farm_A&T Labs,Ratnapura_Icharm,Mulleriyawa_A&T Labs
2019-06-02 11:00:00,0.000,0.0005,0.000,0.000,1.20125,0.000,0.00325,0.30375,0.000,0.000,0.000,0.18425,0.000,0.3505,0.01125,0.000,0.000
2019-06-02 11:15:00,0.000,0.000,0.000,0.000,1.1265,0.000,0.0915,0.000,0.000,0.000,0.000,0.66425,0.000,0.000,0.01075,0.0885,0.000
2019-06-02 11:30:00,0.000,0.000,0.000,0.000,1.1265,0.000,0.0915,0.000,0.000,0.000,0.000,0.66425,0.000,0.000,0.01075,0.0885,0.000
2019-06-02 11:45:00,0.000,0.000,0.000,0.000,1.1265,0.000,0.0915,0.000,0.000,0.000,0.000,0.66425,0.000,0.000,0.01075,0.0885,0.000
2019-06-02 12:00:00,0.000,0.000,0.000,0.000,1.1265,0.000,0.0915,0.000,0.000,0.000,0.000,0.66425,0.000,0.000,0.01075,0.0885,0.000
2019-06-02 12:15:00,0.000,0.000,0.00075,0.000,1.16775,0.34975,0.5535,0.000,0.000,0.000,0.000,1.29675,0.000,0.000,0.01075,0.48825,0.000
2019-06-02 12:30:00,0.000,0.000,0.00075,0.000,1.16775,0.34975,0.5535,0.000,0.000,0.000,0.000,1.29675,0.000,0.000,0.01075,0.48825,0.000
2019-06-02 12:45:00,0.000,0.000,0.00075,0.000,1.16775,0.34975,0.5535,0.000,0.000,0.000,0.000,1.29675,0.000,0.000,0.01075,0.48825,0.000
2019-06-02 13:00:00,0.000,0.000,0.00075,0.000,1.16775,0.34975,0.5535,0.000,0.000,0.000,0.000,1.29675,0.000,0.000,0.01075,0.48825,0.000
2019-06-02 13:15:00,0.000,0.000,0.00075,0.4475,1.421,0.34975,1.0075,0.000,0.000,0.000,0.000,1.5735,0.000,0.000,0.07925,0.872,0.000
2019-06-02 13:30:00,0.000,0.000,0.00075,0.4475,1.421,0.34975,1.0075,0.000,0.000,0.000,0.000,1.5735,0.000,0.000,0.07925,0.872,0.000
2019-06-02 13:45:00,0.000,0.000,0.00075,0.4475,1.421,0.34975,1.0075,0.000,0.000,0.000,0.000,1.5735,0.000,0.000,0.07925,0.872,0.000
2019-06-02 14:00:00,0.000,0.000,0.00075,0.4475,1.421,0.34975,1.0075,0.000,0.000,0.000,0.000,1.5735,0.000,0.000,0.07925,0.872,0.000
2019-06-02 14:15:00,0.000,0.000,0.000,1.0155,0.711,0.000,1.03625,0.000,0.000,0.000,0.000,1.5395,0.000,0.000,0.25125,1.30625,0.000
2019-06-02 14:30:00,0.000,0.000,0.000,1.0155,0.711,0.000,1.03625,0.000,0.000,0.000,0.000,1.5395,0.000,0.000,0.25125,1.30625,0.000
2019-06-02 14:45:00,0.000,0.000,0.000,1.0155,0.711,0.000,1.03625,0.000,0.000,0.000,0.000,1.5395,0.000,0.000,0.25125,1.30625,0.000
2019-06-02 15:00:00,0.000,0.000,0.000,1.0155,0.711,0.000,1.03625,0.000,0.000,0.000,0.000,1.5395,0.000,0.000,0.25125,1.30625,0.000
2019-06-02 15:15:00,0.000,0.000,0.000,1.0545,0.000,0.1135,0.97925,0.000,0.000,0.000,0.000,1.5145,0.000,0.0555,0.19925,1.540,0.000
2019-06-02 15:30:00,0.000,0.000,0.000,1.0545,0.000,0.1135,0.97925,0.000,0.000,0.000,0.000,1.5145,0.000,0.0555,0.19925,1.540,0.000
2019-06-02 15:45:00,0.000,0.000,0.000,1.0545,0.000,0.1135,0.97925,0.000,0.000,0.000,0.000,1.5145,0.000,0.0555,0.19925,1.540,0.000
2019-06-02 16:00:00,0.000,0.000,0.000,1.0545,0.000,0.1135,0.97925,0.000,0.000,0.000,0.000,1.5145,0.000,0.0555,0.19925,1.540,0.000
2019-06-02 16:15:00,0.000,0.1265,0.000,0.99375,0.000,0.1135,0.90625,0.000,0.000,0.54725,0.130,1.39525,0.000,0.23325,0.04075,1.094,0.130
2019-06-02 16:30:00,0.000,0.1265,0.000,0.99375,0.000,0.1135,0.90625,0.000,0.000,0.54725,0.130,1.39525,0.000,0.23325,0.04075,1.094,0.130
2019-06-02 16:45:00,0.000,0.1265,0.000,0.99375,0.000,0.1135,0.90625,0.000,0.000,0.54725,0.130,1.39525,0.000,0.23325,0.04075,1.094,0.130
2019-06-02 17:00:00,0.000,0.1265,0.000,0.99375,0.000,0.1135,0.90625,0.000,0.000,0.54725,0.130,1.39525,0.000,0.23325,0.04075,1.094,0.130
2019-06-02 17:15:00,0.000,0.1265,0.000,0.89875,0.000,0.000,0.639,0.000,0.000,0.54725,0.130,1.23275,0.000,0.17775,0.0355,1.0375,0.130
2019-06-02 17:30:00,0.000,0.1265,0.000,0.89875,0.000,0.000,0.639,0.000,0.000,0.54725,0.130,1.23275,0.000,0.17775,0.0355,1.0375,0.130
2019-06-02 17:45:00,0.000,0.1265,0.000,0.89875,0.000,0.000,0.639,0.000,0.000,0.54725,0.130,1.23275,0.000,0.17775,0.0355,1.0375,0.130
2019-06-02 18:00:00,0.000,0.1265,0.000,0.89875,0.000,0.000,0.639,0.000,0.000,0.54725,0.130,1.23275,0.000,0.17775,0.0355,1.0375,0.130
2019-06-02 18:15:00,0.00075,0.000,0.000,0.496,0.000,0.000,0.22825,0.000,0.000,0.000,0.000,0.62925,0.000,0.000,0.03175,1.1555,0.000
2019-06-02 18:30:00,0.00075,0.000,0.000,0.496,0.000,0.000,0.22825,0.000,0.000,0.000,0.000,0.62925,0.000,0.000,0.03175,1.1555,0.000
2019-06-02 18:45:00,0.00075,0.000,0.000,0.496,0.000,0.000,0.22825,0.000,0.000,0.000,0.000,0.62925,0.000,0.000,0.03175,1.1555,0.000
2019-06-02 19:00:00,0.00075,0.000,0.000,0.496,0.000,0.000,0.22825,0.000,0.000,0.000,0.000,0.62925,0.000,0.000,0.03175,1.1555,0.000
2019-06-02 19:15:00,0.0055,0.000,0.000,0.11375,0.000,0.000,0.00725,0.000,0.000,0.000,0.000,0.06025,0.000,0.000,0.02275,0.58025,0.000
2019-06-02 19:30:00,0.0055,0.000,0.000,0.11375,0.000,0.000,0.00725,0.000,0.000,0.000,0.000,0.06025,0.000,0.000,0.02275,0.58025,0.000
2019-06-02 19:45:00,0.0055,0.000,0.000,0.11375,0.000,0.000,0.00725,0.000,0.000,0.000,0.000,0.06025,0.000,0.000,0.02275,0.58025,0.000
2019-06-02 20:00:00,0.0055,0.000,0.000,0.11375,0.000,0.000,0.00725,0.000,0.000,0.000,0.000,0.06025,0.000,0.000,0.02275,0.58025,0.000
2019-06-02 20:15:00,0.0055,0.07625,0.000,0.01925,0.0045,0.000,0.000,0.077,0.000,0.000,0.000,0.0005,0.0005,0.000,0.0195,0.08275,0.000
2019-06-02 20:30:00,0.0055,0.07625,0.000,0.01925,0.0045,0.000,0.000,0.077,0.000,0.000,0.000,0.0005,0.0005,0.000,0.0195,0.08275,0.000
2019-06-02 20:45:00,0.0055,0.07625,0.000,0.01925,0.0045,0.000,0.000,0.077,0.000,0.000,0.000,0.0005,0.0005,0.000,0.0195,0.08275,0.000
2019-06-02 21:00:00,0.0055,0.07625,0.000,0.01925,0.0045,0.000,0.000,0.077,0.000,0.000,0.000,0.0005,0.0005,0.000,0.0195,0.08275,0.000
2019-06-02 21:15:00,0.002,0.1495,0.000,0.03175,0.92775,0.000,0.00025,0.3135,0.000,0.0885,0.090,0.0015,0.00225,0.15025,0.03075,0.01375,0.090
2019-06-02 21:30:00,0.002,0.1495,0.000,0.03175,0.92775,0.000,0.00025,0.3135,0.000,0.0885,0.090,0.0015,0.00225,0.15025,0.03075,0.01375,0.090
2019-06-02 21:45:00,0.002,0.1495,0.000,0.03175,0.92775,0.000,0.00025,0.3135,0.000,0.0885,0.090,0.0015,0.00225,0.15025,0.03075,0.01375,0.090
2019-06-02 22:00:00,0.002,0.1495,0.000,0.03175,0.92775,0.000,0.00025,0.3135,0.000,0.0885,0.090,0.0015,0.00225,0.15025,0.03075,0.01375,0.090
2019-06-02 22:15:00,0.00125,0.3115,0.000,0.104,1.844,0.000,0.00175,0.761,0.000,0.75825,0.0905,0.0065,0.1115,0.15025,0.0465,0.00825,0.0905
2019-06-02 22:30:00,0.00125,0.3115,0.000,0.104,1.844,0.000,0.00175,0.761,0.000,0.75825,0.0905,0.0065,0.1115,0.15025,0.0465,0.00825,0.0905
2019-06-02 22:45:00,0.00125,0.3115,0.000,0.104,1.844,0.000,0.00175,0.761,0.000,0.75825,0.0905,0.0065,0.1115,0.15025,0.0465,0.00825,0.0905
2019-06-02 23:00:00,0.00125,0.3115,0.000,0.104,1.844,0.000,0.00175,0.761,0.000,0.75825,0.0905,0.0065,0.1115,0.15025,0.0465,0.00825,0.0905
2019-06-02 23:15:00,,,,,,,,,,,,,,,,,
2019-06-02 23:30:00,,,,,,,,,,,,,,,,,
2019-06-02 23:45:00,,,,,,,,,,,,,,,,,
2019-06-03 00:00:00,,,,,,,,,,,,,,,,,
