flo2d_grid_id,nearest_d03_station_id,dist
1,1104467,1.109133174875198
2,1104467,0.9872423755739719
3,1104467,0.8745608459790691
4,1104467,1.3110039355354062
5,1104467,1.1713509571715373
6,1104467,1.0349554906842104
7,1104467,0.904240135280082
8,1104467,0.7796536713346002
9,1104368,1.5168680395801448
10,1104467,1.4089234311596879
11,1104467,1.2621392889075336
12,1104467,1.1176062036865626
13,1104467,0.973711348403546
14,1104467,0.8324193716281014
15,1104467,0.6963055886343557
16,1104467,0.566382826221808
17,1104368,0.8954520153057419
18,1104368,1.0462393313949436
19,1104368,1.1944526431985683
20,1104368,1.3441902407917814
21,1104368,1.494227475087735
22,1104467,1.3833287140613606
23,1104467,1.233502690830988
24,1104467,1.085162263256167
25,1104467,0.9362945628738137
26,1104467,0.788324759901312
27,1104467,0.642942918872729
28,1104467,0.4993233795293792
29,1104467,0.36195323339797314
30,1104467,0.2424896544588468
31,1104467,0.1778408268016295
32,1104368,0.2781400420078163
33,1104368,0.42792669759199237
34,1104368,0.5789939137328451
35,1104368,0.7301264974107019
36,1104368,0.8801792365353004
37,1104368,1.0313612613835756
38,1104368,1.182554299557473
39,1104368,1.3326428240637724
40,1104368,1.4838481493970073
41,1104467,1.3721114280434574
42,1104467,1.2209096683559169
43,1104467,1.0697145052336512
44,1104467,0.9196408096647265
45,1104467,0.7684710382177039
46,1104467,0.6173283655848806
47,1104467,0.46734978136221333
48,1104467,0.31638933942855807
49,1104467,0.1659116493886317
50,1104467,0.026825563947618845
51,1104467,0.13886645904491393
52,1104368,0.3511421700124849
53,1104368,0.21936455892171863
54,1104368,0.1339918490548747
55,1104368,0.18232792960702807
56,1104368,0.30694672513697757
57,1104368,0.44824901065622474
58,1104368,0.5933702571935252
59,1104368,0.7415786931545972
60,1104368,0.8908017286360937
61,1104368,1.0394999842770534
62,1104368,1.1896591075559209
63,1104368,1.3400579928217862
64,1104368,1.4895164826793919
65,1104467,1.3771321679657027
66,1104467,1.227792073781436
67,1104467,1.0762687081811635
68,1104467,0.9261539059323554
69,1104467,0.7775685596368289
70,1104467,0.6286170489545652
71,1104467,0.48108626881751165
72,1104467,0.33788640882221205
73,1104467,0.2039402890501102
74,1104467,0.1215916605322579
75,1104467,0.1826164790696221
76,1104368,1.116705566618723
77,1104368,0.9723734035210246
78,1104368,0.829050764980887
79,1104368,0.6891141868931099
80,1104368,0.5560831737330659
81,1104368,0.4262882530059028
82,1104368,0.3264069385615572
83,1104368,0.2763590494168963
84,1104368,0.3032247238489085
85,1104368,0.3906871730704448
86,1104368,0.5092614146786973
87,1104368,0.6417133122780408
88,1104368,0.7799734852420079
89,1104368,0.9230098743229475
90,1104368,1.0683042053794733
91,1104368,1.2139637384261095
92,1104368,1.3616807364469723
93,1104368,1.5089990672358744
94,1104467,1.3981803623841056
95,1104467,1.2502699936196455
96,1104467,1.1043355517353217
97,1104467,0.9586258732025329
98,1104467,0.8149283198305459
99,1104467,0.6755453722170927
100,1104467,0.5409676269768648
101,1104467,0.41877084470544046
102,1104467,0.3206138882622458
103,1104467,0.2756003748411531
104,1104467,0.30748991980028595
105,1104269,1.3913975847441098
106,1104269,1.5359353576931358
107,1104368,1.446071953470107
108,1104368,1.30350790360467
109,1104368,1.1618123212514158
110,1104368,1.0228494316589638
111,1104368,0.8888763311886227
112,1104368,0.7600355427874358
113,1104368,0.6418752700817475
