latitude,longitude
6.2375030517578125,79.5486831665039
6.2375030517578125,79.79374694824219
6.2375030517578125,80.03881072998047
6.2375030517578125,80.28387451171875
6.2375030517578125,80.52893829345703
6.2375030517578125,80.77400207519531
6.2375030517578125,81.01905822753906
6.481056213378906,79.5486831665039
6.481056213378906,79.79374694824219
6.481056213378906,80.03881072998047
6.481056213378906,80.28387451171875
6.481056213378906,80.52893829345703
6.481056213378906,80.77400207519531
6.481056213378906,81.01905822753906
6.724494934082031,79.5486831665039
6.724494934082031,79.79374694824219
6.724494934082031,80.03881072998047
6.724494934082031,80.28387451171875
6.724494934082031,80.52893829345703
6.724494934082031,80.77400207519531
6.724494934082031,81.01905822753906
6.967811584472656,79.5486831665039
6.967811584472656,79.79374694824219
6.967811584472656,80.03881072998047
6.967811584472656,80.28387451171875
6.967811584472656,80.52893829345703
6.967811584472656,80.77400207519531
6.967811584472656,81.01905822753906
7.21099853515625,79.5486831665039
7.21099853515625,79.79374694824219
7.21099853515625,80.03881072998047
7.21099853515625,80.28387451171875
7.21099853515625,80.52893829345703
7.21099853515625,80.77400207519531
7.21099853515625,81.01905822753906
7.454063415527344,79.5486831665039
7.454063415527344,79.79374694824219
7.454063415527344,80.03881072998047
7.454063415527344,80.28387451171875
7.454063415527344,80.52893829345703
7.454063415527344,80.77400207519531
7.454063415527344,81.01905822753906
