longitude,latitude,value
79.984352,6.670418,0.000
79.984352,6.697456,0.000
79.984352,6.724495,0.000
79.984352,6.751541,0.000
79.984352,6.778587,0.000
79.984352,6.805618,0.000
79.984352,6.832657,0.000
79.984352,6.859688,0.000
79.984352,6.886719,0.000
79.984352,6.913757,0.000
79.984352,6.940788,0.000
79.984352,6.967812,0.001
79.984352,6.994843,0.001
79.984352,7.021873,0.000
79.984352,7.048897,0.000
79.984352,7.075912,0.000
79.984352,7.102936,0.001
79.984352,7.129959,0.001
79.984352,7.156975,0.000
79.984352,7.183998,0.000
79.984352,7.211006,0.000
79.984352,7.238014,0.001
79.984352,7.265030,0.050
79.984352,7.292038,0.774
79.984352,7.319054,2.568
79.984352,7.346046,1.952
79.984352,7.373055,0.307
80.011581,6.616318,0.000
80.011581,6.643364,0.000
80.011581,6.670418,0.000
80.011581,6.697456,0.000
80.011581,6.724495,0.000
80.011581,6.751541,0.000
80.011581,6.778587,0.000
80.011581,6.805618,0.000
80.011581,6.832657,0.000
80.011581,6.859688,0.000
80.011581,6.886719,0.000
80.011581,6.913757,0.000
80.011581,6.940788,0.000
80.011581,6.967812,0.000
80.011581,6.994843,0.000
80.011581,7.021873,0.000
80.011581,7.048897,0.000
80.011581,7.075912,0.000
80.011581,7.102936,0.000
80.011581,7.129959,0.000
80.011581,7.156975,0.000
80.011581,7.183998,0.000
80.011581,7.211006,0.000
80.011581,7.238014,0.000
80.011581,7.265030,0.002
80.011581,7.292038,0.055
80.011581,7.319054,0.514
80.011581,7.346046,0.643
80.011581,7.373055,0.170
80.038811,6.616318,0.000
80.038811,6.643364,0.000
80.038811,6.670418,0.000
80.038811,6.697456,0.000
80.038811,6.724495,0.000
80.038811,6.751541,0.000
80.038811,6.778587,0.000
80.038811,6.805618,0.000
80.038811,6.832657,0.000
80.038811,6.859688,0.000
80.038811,6.886719,0.000
80.038811,6.913757,0.000
80.038811,6.940788,0.000
80.038811,6.967812,0.000
80.038811,6.994843,0.000
80.038811,7.021873,0.000
80.038811,7.048897,0.000
80.038811,7.075912,0.000
80.038811,7.102936,0.001
80.038811,7.129959,0.001
80.038811,7.156975,0.000
80.038811,7.183998,0.000
80.038811,7.211006,0.000
80.038811,7.238014,0.000
80.038811,7.265030,0.000
80.038811,7.292038,0.001
80.038811,7.319054,0.015
80.038811,7.346046,0.020
80.038811,7.373055,0.008
80.066040,6.616318,0.001
80.066040,6.643364,0.000
80.066040,6.670418,0.000
80.066040,6.697456,0.000
80.066040,6.724495,0.000
80.066040,6.751541,0.000
80.066040,6.778587,0.000
80.066040,6.805618,0.000
80.066040,6.832657,0.000
80.066040,6.859688,0.000
80.066040,6.886719,0.000
80.066040,6.913757,0.000
80.066040,6.940788,0.000
80.066040,6.967812,0.000
80.066040,6.994843,0.000
80.066040,7.021873,0.001
80.066040,7.048897,0.000
80.066040,7.075912,0.001
80.066040,7.102936,0.001
80.066040,7.129959,0.001
80.066040,7.156975,0.002
80.066040,7.183998,0.001
80.066040,7.211006,0.000
80.066040,7.238014,0.000
80.066040,7.265030,0.000
80.066040,7.292038,0.000
80.066040,7.319054,0.000
80.066040,7.346046,0.000
80.066040,7.373055,0.000
80.093269,6.616318,0.005
80.093269,6.643364,0.000
80.093269,6.670418,0.000
80.093269,6.697456,0.000
80.093269,6.724495,0.000
80.093269,6.751541,0.000
80.093269,6.778587,0.000
80.093269,6.805618,0.000
80.093269,6.832657,0.000
80.093269,6.859688,0.000
80.093269,6.886719,0.000
80.093269,6.913757,0.000
80.093269,6.940788,0.000
80.093269,6.967812,0.000
80.093269,6.994843,0.000
80.093269,7.021873,0.004
80.093269,7.048897,0.030
80.093269,7.075912,0.009
80.093269,7.102936,0.014
80.093269,7.129959,0.134
80.093269,7.156975,0.242
80.093269,7.183998,0.126
80.093269,7.211006,0.015
80.093269,7.238014,0.001
80.093269,7.265030,0.000
80.093269,7.292038,0.000
80.093269,7.319054,0.000
80.093269,7.346046,0.000
80.093269,7.373055,0.000
80.120499,6.616318,0.206
80.120499,6.643364,0.004
80.120499,6.670418,0.001
80.120499,6.697456,0.000
80.120499,6.724495,0.000
80.120499,6.751541,0.000
80.120499,6.778587,0.000
80.120499,6.805618,0.000
80.120499,6.832657,0.000
80.120499,6.859688,0.000
80.120499,6.886719,0.000
80.120499,6.913757,0.000
80.120499,6.940788,0.000
80.120499,6.967812,0.000
80.120499,6.994843,0.001
80.120499,7.021873,0.006
80.120499,7.048897,0.003
80.120499,7.075912,0.094
80.120499,7.102936,0.396
80.120499,7.129959,0.662
80.120499,7.156975,0.543
80.120499,7.183998,0.356
80.120499,7.211006,0.223
80.120499,7.238014,0.059
80.120499,7.265030,0.005
80.120499,7.292038,0.000
80.120499,7.319054,0.000
80.120499,7.346046,0.000
80.120499,7.373055,0.000
80.147728,6.616318,0.498
80.147728,6.643364,0.008
80.147728,6.670418,0.001
80.147728,6.697456,0.001
80.147728,6.724495,0.000
80.147728,6.751541,0.000
80.147728,6.778587,0.000
80.147728,6.805618,0.000
80.147728,6.832657,0.000
80.147728,6.859688,0.000
80.147728,6.886719,0.000
80.147728,6.913757,0.000
80.147728,6.940788,0.000
80.147728,6.967812,0.000
80.147728,6.994843,0.003
80.147728,7.021873,0.005
80.147728,7.048897,0.068
80.147728,7.075912,0.716
80.147728,7.102936,1.432
80.147728,7.129959,1.315
80.147728,7.156975,0.760
80.147728,7.183998,0.394
80.147728,7.211006,0.147
80.147728,7.238014,0.044
80.147728,7.265030,0.015
80.147728,7.292038,0.003
80.147728,7.319054,0.000
80.147728,7.346046,0.000
80.147728,7.373055,0.000
80.174957,6.616318,0.332
80.174957,6.643364,0.007
80.174957,6.670418,0.000
80.174957,6.697456,0.000
80.174957,6.724495,0.000
80.174957,6.751541,0.000
80.174957,6.778587,0.000
80.174957,6.805618,0.000
80.174957,6.832657,0.000
80.174957,6.859688,0.000
80.174957,6.886719,0.000
80.174957,6.913757,0.000
80.174957,6.940788,0.000
80.174957,6.967812,0.000
80.174957,6.994843,0.001
80.174957,7.021873,0.002
80.174957,7.048897,0.060
80.174957,7.075912,0.602
80.174957,7.102936,1.497
80.174957,7.129959,1.567
80.174957,7.156975,0.905
80.174957,7.183998,0.301
80.174957,7.211006,0.044
80.174957,7.238014,0.002
80.174957,7.265030,0.003
80.174957,7.292038,0.002
80.174957,7.319054,0.000
80.174957,7.346046,0.000
80.174957,7.373055,0.000
80.202187,6.616318,0.610
80.202187,6.643364,0.203
80.202187,6.670418,0.020
80.202187,6.697456,0.001
80.202187,6.724495,0.000
80.202187,6.751541,0.000
80.202187,6.778587,0.000
80.202187,6.805618,0.000
80.202187,6.832657,0.000
80.202187,6.859688,0.000
80.202187,6.886719,0.000
80.202187,6.913757,0.000
80.202187,6.940788,0.000
80.202187,6.967812,0.001
80.202187,6.994843,0.005
80.202187,7.021873,0.011
80.202187,7.048897,0.015
80.202187,7.075912,0.095
80.202187,7.102936,0.384
80.202187,7.129959,0.748
80.202187,7.156975,0.510
80.202187,7.183998,0.119
80.202187,7.211006,0.004
80.202187,7.238014,0.000
80.202187,7.265030,0.000
80.202187,7.292038,0.000
80.202187,7.319054,0.000
80.202187,7.346046,0.000
80.202187,7.373055,0.000
80.229416,6.616318,0.984
80.229416,6.643364,1.082
80.229416,6.670418,0.197
80.229416,6.697456,0.002
80.229416,6.724495,0.000
80.229416,6.751541,0.000
80.229416,6.778587,0.000
80.229416,6.805618,0.000
80.229416,6.832657,0.000
80.229416,6.859688,0.000
80.229416,6.886719,0.000
80.229416,6.913757,0.000
80.229416,6.940788,0.000
80.229416,6.967812,0.000
80.229416,6.994843,0.002
80.229416,7.021873,0.006
80.229416,7.048897,0.006
80.229416,7.075912,0.005
80.229416,7.102936,0.022
80.229416,7.129959,0.064
80.229416,7.156975,0.052
80.229416,7.183998,0.011
80.229416,7.211006,0.000
80.229416,7.238014,0.000
80.229416,7.265030,0.000
80.229416,7.292038,0.000
80.229416,7.319054,0.000
80.229416,7.346046,0.000
80.229416,7.373055,0.000
80.256645,6.616318,0.365
80.256645,6.643364,0.558
80.256645,6.670418,0.116
80.256645,6.697456,0.001
80.256645,6.724495,0.000
80.256645,6.751541,0.000
80.256645,6.778587,0.000
80.256645,6.805618,0.000
80.256645,6.832657,0.000
80.256645,6.859688,0.000
80.256645,6.886719,0.000
80.256645,6.913757,0.000
80.256645,6.940788,0.000
80.256645,6.967812,0.000
80.256645,6.994843,0.000
80.256645,7.021873,0.000
80.256645,7.048897,0.000
80.256645,7.075912,0.000
80.256645,7.102936,0.000
80.256645,7.129959,0.000
80.256645,7.156975,0.000
80.256645,7.183998,0.000
80.256645,7.211006,0.000
80.256645,7.238014,0.000
80.256645,7.265030,0.000
80.256645,7.292038,0.000
80.256645,7.319054,0.000
80.256645,7.346046,0.000
80.256645,7.373055,0.000
80.283875,6.616318,0.038
80.283875,6.643364,0.043
80.283875,6.670418,0.006
80.283875,6.697456,0.000
80.283875,6.724495,0.000
80.283875,6.751541,0.000
80.283875,6.778587,0.000
80.283875,6.805618,0.000
80.283875,6.832657,0.000
80.283875,6.859688,0.001
80.283875,6.886719,0.004
80.283875,6.913757,0.004
80.283875,6.940788,0.001
80.283875,6.967812,0.000
80.283875,6.994843,0.000
80.283875,7.021873,0.000
80.283875,7.048897,0.000
80.283875,7.075912,0.000
80.283875,7.102936,0.000
80.283875,7.129959,0.000
80.283875,7.156975,0.000
80.283875,7.183998,0.000
80.283875,7.211006,0.001
80.283875,7.238014,0.003
80.283875,7.265030,0.002
80.283875,7.292038,0.000
80.283875,7.319054,0.000
80.283875,7.346046,0.000
80.283875,7.373055,0.000
80.311104,6.616318,0.000
80.311104,6.643364,0.000
80.311104,6.670418,0.000
80.311104,6.697456,0.000
80.311104,6.724495,0.000
80.311104,6.751541,0.000
80.311104,6.778587,0.000
80.311104,6.805618,0.000
80.311104,6.832657,0.000
80.311104,6.859688,0.001
80.311104,6.886719,0.005
80.311104,6.913757,0.004
80.311104,6.940788,0.002
80.311104,6.967812,0.000
80.311104,6.994843,0.000
80.311104,7.021873,0.000
80.311104,7.048897,0.000
80.311104,7.075912,0.000
80.311104,7.102936,0.000
80.311104,7.129959,0.000
80.311104,7.156975,0.000
80.311104,7.183998,0.000
80.311104,7.211006,0.000
80.311104,7.238014,0.003
80.311104,7.265030,0.004
80.311104,7.292038,0.001
80.311104,7.319054,0.000
80.311104,7.346046,0.000
80.311104,7.373055,0.000
80.338333,6.616318,0.000
80.338333,6.643364,0.000
80.338333,6.670418,0.000
80.338333,6.697456,0.000
80.338333,6.724495,0.000
80.338333,6.751541,0.000
80.338333,6.778587,0.000
80.338333,6.805618,0.000
80.338333,6.832657,0.000
80.338333,6.859688,0.000
80.338333,6.886719,0.001
80.338333,6.913757,0.000
80.338333,6.940788,0.000
80.338333,6.967812,0.000
80.338333,6.994843,0.000
80.338333,7.021873,0.000
80.338333,7.048897,0.000
80.338333,7.075912,0.000
80.338333,7.102936,0.000
80.338333,7.129959,0.000
80.338333,7.156975,0.000
80.338333,7.183998,0.000
80.338333,7.211006,0.000
80.338333,7.238014,0.000
80.338333,7.265030,0.002
80.338333,7.292038,0.001
80.338333,7.319054,0.000
80.338333,7.346046,0.000
80.338333,7.373055,0.000
80.365562,6.616318,0.000
80.365562,6.643364,0.000
80.365562,6.670418,0.000
80.365562,6.697456,0.000
80.365562,6.724495,0.000
80.365562,6.751541,0.000
80.365562,6.778587,0.000
80.365562,6.805618,0.000
80.365562,6.832657,0.000
80.365562,6.859688,0.000
80.365562,6.886719,0.000
80.365562,6.913757,0.000
80.365562,6.940788,0.000
80.365562,6.967812,0.000
80.365562,6.994843,0.000
80.365562,7.021873,0.000
80.365562,7.048897,0.000
80.365562,7.075912,0.000
80.365562,7.102936,0.000
80.365562,7.129959,0.000
80.365562,7.156975,0.000
80.365562,7.183998,0.000
80.365562,7.211006,0.000
80.365562,7.238014,0.000
80.365562,7.265030,0.000
80.365562,7.292038,0.000
80.365562,7.319054,0.000
80.365562,7.346046,0.000
80.365562,7.373055,0.000
80.392792,6.616318,0.000
80.392792,6.643364,0.000
80.392792,6.670418,0.000
80.392792,6.697456,0.000
80.392792,6.724495,0.000
80.392792,6.751541,0.000
80.392792,6.778587,0.000
80.392792,6.805618,0.000
80.392792,6.832657,0.000
80.392792,6.859688,0.000
80.392792,6.886719,0.000
80.392792,6.913757,0.000
80.392792,6.940788,0.000
80.392792,6.967812,0.000
80.392792,6.994843,0.000
80.392792,7.021873,0.000
80.392792,7.048897,0.001
80.392792,7.075912,0.001
80.392792,7.102936,0.000
80.392792,7.129959,0.000
80.392792,7.156975,0.000
80.392792,7.183998,0.000
80.392792,7.211006,0.000
80.392792,7.238014,0.000
80.392792,7.265030,0.000
80.392792,7.292038,0.000
80.392792,7.319054,0.000
80.392792,7.346046,0.000
80.392792,7.373055,0.000
80.420021,6.616318,0.027
80.420021,6.643364,0.015
80.420021,6.670418,0.000
80.420021,6.697456,0.000
80.420021,6.724495,0.000
80.420021,6.751541,0.000
80.420021,6.778587,0.000
80.420021,6.805618,0.000
80.420021,6.832657,0.000
80.420021,6.859688,0.000
80.420021,6.886719,0.000
80.420021,6.913757,0.000
80.420021,6.940788,0.000
80.420021,6.967812,0.000
80.420021,6.994843,0.000
80.420021,7.021873,0.000
80.420021,7.048897,0.019
80.420021,7.075912,0.016
80.420021,7.102936,0.003
80.420021,7.129959,0.000
80.420021,7.156975,0.000
80.420021,7.183998,0.000
80.420021,7.211006,0.000
80.420021,7.238014,0.000
80.420021,7.265030,0.000
80.420021,7.292038,0.000
80.420021,7.319054,0.000
80.420021,7.346046,0.000
80.420021,7.373055,0.000
80.447250,6.616318,0.066
80.447250,6.643364,0.098
80.447250,6.670418,0.018
80.447250,6.697456,0.000
80.447250,6.724495,0.004
80.447250,6.751541,0.001
80.447250,6.778587,0.000
80.447250,6.805618,0.001
80.447250,6.832657,0.001
80.447250,6.859688,0.000
80.447250,6.886719,0.000
80.447250,6.913757,0.000
80.447250,6.940788,0.000
80.447250,6.967812,0.000
80.447250,6.994843,0.000
80.447250,7.021873,0.000
80.447250,7.048897,0.015
80.447250,7.075912,0.096
80.447250,7.102936,0.032
80.447250,7.129959,0.001
80.447250,7.156975,0.000
80.447250,7.183998,0.000
80.447250,7.211006,0.000
80.447250,7.238014,0.000
80.447250,7.265030,0.000
80.447250,7.292038,0.000
80.447250,7.319054,0.000
80.447250,7.346046,0.000
80.447250,7.373055,0.000
80.474480,6.616318,0.053
80.474480,6.643364,0.152
80.474480,6.670418,0.027
80.474480,6.697456,0.001
80.474480,6.724495,0.002
80.474480,6.751541,0.001
80.474480,6.778587,0.001
80.474480,6.805618,0.047
80.474480,6.832657,0.043
80.474480,6.859688,0.003
80.474480,6.886719,0.000
80.474480,6.913757,0.000
80.474480,6.940788,0.000
80.474480,6.967812,0.000
80.474480,6.994843,0.000
80.474480,7.021873,0.000
80.474480,7.048897,0.001
80.474480,7.075912,0.048
80.474480,7.102936,0.017
80.474480,7.129959,0.001
80.474480,7.156975,0.000
80.474480,7.183998,0.000
80.474480,7.211006,0.000
80.474480,7.238014,0.000
80.474480,7.265030,0.000
80.474480,7.292038,0.000
80.474480,7.319054,0.000
80.474480,7.346046,0.000
80.474480,7.373055,0.000
80.501709,6.616318,0.021
80.501709,6.643364,0.049
80.501709,6.670418,0.005
80.501709,6.697456,0.000
80.501709,6.724495,0.000
80.501709,6.751541,0.002
80.501709,6.778587,0.067
80.501709,6.805618,0.062
80.501709,6.832657,0.016
80.501709,6.859688,0.001
80.501709,6.886719,0.000
80.501709,6.913757,0.000
80.501709,6.940788,0.000
80.501709,6.967812,0.000
80.501709,6.994843,0.000
80.501709,7.021873,0.000
80.501709,7.048897,0.000
80.501709,7.075912,0.002
80.501709,7.102936,0.001
80.501709,7.129959,0.000
80.501709,7.156975,0.000
80.501709,7.183998,0.000
80.501709,7.211006,0.000
80.501709,7.238014,0.000
80.501709,7.265030,0.000
80.501709,7.292038,0.000
80.501709,7.319054,0.000
80.501709,7.346046,0.000
80.501709,7.373055,0.000
80.528938,6.616318,0.003
80.528938,6.643364,0.002
80.528938,6.670418,0.000
80.528938,6.697456,0.000
80.528938,6.724495,0.001
80.528938,6.751541,0.057
80.528938,6.778587,0.112
80.528938,6.805618,0.037
80.528938,6.832657,0.001
80.528938,6.859688,0.000
80.528938,6.886719,0.000
